idName,title,nOfJobs
touch,Touch,0
fml-lang,FML,0
c2,C2,0
vcf-format,VCF,0
cypher,Cypher Query Language,0
lingo,Lingo,0
mxml,MXML,0
hyperscript-lang,Hyperscript,0
bqn,BQN,0
plot,plot,0
asterius-compiler,asterius-compiler,0
hl7,HL7,0
smiles-format,Smiles,0
acl2,ACL2,0
object-rexx,Object Rexx,0
locomotive-basic,Locomotive BASIC,0
quaint,Quaint,0
tidyverse,tidyverse,0
odbc,Open Database Connectivity,0
srl,SRL,0
xblite,XBLite,0
pearl,PEARL,0
opam-pm,opam-pm,0
ssi,SSI,0
whois-protocol,WHOIS,0
lamdu,Lamdu,0
lamdu-editor,lamdu-editor,0
jison-lex,Jison Lex,0
maya,Maya Embedded Language,0
logos,Logos,0
carpet,Carpet,0
molfile-format,Molfile,0
google-apps-script,Google Apps Script,0
erg,erg,0
flix,Flix,0
kaggle-app,Kaggle,0
linotte,Linotte,0
rpm-package-manager,Rpm,0
i-expressions,I-expressions,0
speedcoding,Speedcoding,0
wasp-lang,Wasp,0
algo,ALGO,0
open-nn,OpenNN,0
smallbasic,SmallBASIC,0
bpkg-pm,bpkg-pm,0
crush,crush,0
spry,spry,0
reko-decompiler,Reko,0
query-by-example,Query by Example,0
nesc,network embedded systems C,0
hiveql,HiveQL,0
dak,Dak,0
comby,comby,0
xc,XC,0
x-font-directory-index,X Font Directory Index,0
xcompose,XCompose,0
bloop,BlooP,0
violent-es,Violent ES,0
yawl,YAWL,0
roc,Roc,0
newick-format,Newick format,0
1620sps,IBM 1620,0
leo-editor,leo-editor,0
genshi,Genshi,0
xgboost-model,Xgboost,0
pdp-11-machine,PDP-11,0
ella-programming-language,ELLA,0
gwl,Guix Workflow Language,0
tiledb,tiledb,0
haste,haste,0
ternary-notation,Ternary numeral system,0
cyber,Cyber,0
eex,EEX,0
jsx,JSX,0
macro-10,MACRO-10,0
snakemake,snakemake,0
flow9,Flow9,0
femtolisp,femtolisp,0
swallow,Swallow,0
glicol,Glicol,0
spline-font-database,Spline Font Database,0
krl,KRL,0
q-sharp,Q#,0
roy,roy,0
sweave,Sweave,0
newspeak,Newspeak,0
ns-basic,NS Basic,0
astroml,astroml,0
kona,kona,0
lux,Lux,0
nano-editor,GNU nano,0
3ds,3DS,0
cfengine,CFEngine,0
plus,Plus,0
exkited,exkited,0
module-management-system,Module Management System,0
turnstile,turnstile,0
lobster,lobster,0
xbl,XML Binding Language,0
superjson,Superjson,0
clash,clash,0
punycode,Punycode,0
1c-enterprise,1C Enterprise Script,0
tht,tht,0
monte,monte,0
dslx,dslx,0
plz,PLZ,0
fetlang,fetlang,0
gpss,General Purpose Simulation System,0
clisp,CLISP,0
earl-grey,Earl Grey,0
rc,Rc,0
f,F,0
rason,rason,0
berry,Berry,0
cito,Ć,0
xbasic,Xbasic,0
markus,Markus,0
mesa,Mesa,0
doh,DNS over HTTPS,0
tap,TAP,0
sinclair-basic,Sinclair BASIC,0
planner,PLANNER,0
hp-basic-for-openvms,HP BASIC for OpenVMS,0
superbasic,SuperBASIC,0
asterisk,Asterisk,0
murmur-hash-function,MurmurHash,0
differential-datalog,Differential Datalog,0
xpages,XPages,0
gentoo-ebuild,Gentoo Ebuild,0
vale-assembly,Vale,0
mirc,MIRC scripting language,0
hxml,HXML,0
gentee,gentee,0
promal,PROMAL,0
executable-json,Executable JSON,0
relax,relax,0
rescript,Rescript,0
stackless-python,Stackless Python,0
kasaya,kasaya,0
dex,dex,0
masm,MASM,0
miniml-error,miniML_error,0
lem-editor,lem-editor,0
harlan,harlan,0
sile,sile,0
focus,FOCUS,0
asciimath,AsciiMath,0
spider,spider,0
xuml,XUML,0
z-machine,Z-machine,0
interlisp,Interlisp,0
nestedtext,NestedText,0
jal-compiler,JAL compiler,0
frost,Frost,0
cali-lang,Cali-Lang,0
em,Em,0
faust,FAUST,0
template-attribute-language,Template Attribute Language,0
glbasic,GLBasic,0
cms-exec,EXEC,0
zonnon,Zonnon,0
reflex-framework,reflex-framework,0
tea-pm,tea,0
knitr,Knitr,0
tl,Typed Lua,0
hobbes,hobbes,0
ch,Ch computer programming,0
wireless-markup-language,WML,0
hocon,Hocon,0
cir,CIR,0
parrot-basic,Parrot BASIC,0
circle-lang,circle-lang,0
cityhash-hash-function,cityhash-hash-function,0
google-sheets-app,Google Sheets,0
autocode,Autocode,0
smartsheet-app,Smartsheet,0
lispyscript,lispyscript,0
unrealscript,UnrealScript,0
grammatical-framework,Grammatical Framework,0
parser,Parser 3,0
bare,BARE,0
hfs,Hierarchical File System,0
ferret,ferret,0
score,score,0
isq,International System of Quantities,0
xsd,XSD,0
cli-assembly,Assembly CLI,0
comal,COMAL,0
al,AL,0
mako,Mako,0
rapira,Rapira,0
salsa,Simple Actor Language System and Architecture,0
adept,Adept,0
frink,Frink,0
nios,Nios II,0
dub-pm,dub-pm,0
atomspace,atomspace,0
bee,bee,0
ole-protocol,Object Linking and Embedding,0
ngs,NGS,0
dot-ql,.QL,0
fo,fo,0
bitbake,BitBake,0
noweb,Noweb,0
gherkin,Gherkin,0
flagship,flagship,0
swagger,Swagger,0
scroll,Scroll,0
lucid,LUCID,0
cayenne,Cayenne,0
fact,Fully Automated Compiling Technique,0
schemaorg,Schema.org,0
pyret-lang,Pyret,0
curv,curv,0
confluence,Confluence,0
xbrl,XBRL,0
mpl,mpl,0
satysfi,SATySFi,0
sam-coupe,Sam Coupé,0
mond,Mond,0
handlebars,Handlebars,0
objdump,ObjDump,0
apacheconf,ApacheConf,0
tcsh,tcsh,0
orc-lang,Orc,0
caltech-intermediate-form,Caltech Intermediate Form,0
recfiles,Recfiles,0
ddfql,ddfql,0
fhir,Fast Healthcare Interoperability Resources,0
basic-stamp,BASIC Stamp,0
nuget-pm,NuGet,0
gerbil,Gerbil Scheme,0
bc,basic calculator,0
revolution-programming-language,Revolution,0
generate-ninja,GN,0
subleq,Subleq,0
qore,Qore,0
avail,Avail,0
neeilang,neeilang,0
hilvl,hilvl,0
power-query-m,PowerQuery M,0
ren-notation,Ren,0
pomsky,Pomsky,0
dale,Dale,0
basic-programming,BASIC Programming,0
wyvern,Wyvern,0
connection-machine,Connection Machine,0
ext,Extended file system,0
hamler,hamler,0
xodio,xodio,0
kitlang,kitlang,0
passerine,Passerine,0
integer-basic,Integer BASIC,0
amos,AMOS,0
zpp,Z++,0
cfscript,CFScript,0
sdlbasic,SdlBasic,0
csvw,CSVw,0
yasl,Yet Another Scripting Language,0
aheui,Aheui,0
formatted-table,Formatted Table,0
holyc,holyc,0
babylonian-numerals,Babylonian numerals,0
hashlink,hashlink,0
redcode,Redcode,0
javafx-script,JavaFX Script,0
etoys,Etoys,0
caramel,Caramel,0
sequential-function-chart,SFC,0
neut,neut,0
inchi,International Chemical Identifier,0
memex-machine,Memex,0
vdscript,vdscript,0
status-quo-function,SQF,0
txr,txr,0
zimpl,Zimpl,0
genero,Genero Business Development Language,0
firrtl,firrtl,0
snap,Snap!,0
smpl,Semantic Patch Language,0
coral,CORAL,0
sisal,SISAL,0
bloom,bloom,0
apt-pm,APT Debian,0
djangoql,djangoql,0
mochi,mochi,0
gff-format,General feature format,0
koara,koara,0
fe,fe,0
oxyl,Oxyl,0
relaxng,RELAX NG,0
cirru,Cirru,0
nymph,Nymph,0
ubercode,Ubercode,0
jsonnet,Jsonnet,0
boron,Boron,0
ballerina-central-pm,ballerina-central-pm,0
avr,Atmel AVR instruction set,0
s-plus,S-PLUS,0
tuple-space,Tuple space,0
mad,Michigan Algorithm Decoder,0
wddx,WDDX,0
liberty-basic,Liberty BASIC,0
spec-sharp,Spec Sharp,0
cowsel,COWSEL,0
lisp-machine-lisp,Lisp Machine Lisp,0
muon,muon,0
f-script,F-Script,0
catala,Catala,0
telos,TELOS,0
egison,Egison,0
lustre,Lustre,0
gdl,GNU Data Language,0
nesl,NESL,0
tmlanguage,TextMate Language,0
ocl,OCL,0
grace,Grace,0
adobe-font-metrics,Adobe Font Metrics,0
crema,Crema,0
mouse,Mouse,0
nwscript,NWScript,0
p4p,p4p,0
lsif-format,Language Server Index Format,0
hare,Hare,0
ligo,Ligo,0
haggis,HAGGIS,0
bucardo,Bucardo,0
flavors,Flavors,0
noulith,noulith,0
livr,Livr,0
quakec,QuakeC,0
amiga-e,Amiga E,0
jql,JSON Query Language,0
bind-app,BIND,0
potion,Potion,0
spiral,spiral,0
ags-script,Adventure Game Studio Script,0
c-shell,C shell,0
charity,Charity,0
mimic,MIMIC,0
pawn-scripting-language,Pawn,0
dlvm,dlvm,0
epsilon,epsilon,0
lav-format,lav-format,0
graphql-sdl,GraphQL Schema Definition Language,0
noisecraft,noisecraft,0
visdown,visdown,0
edge-side-includes,Edge Side Includes,0
raptorjit,raptorjit,0
marp,Marp,0
eff,eff,0
linda,Linda,0
yum-pm,Yum,0
xmi,XML Metadata Interchange,0
cms-2,CMS-2,0
djot,Djot,0
ops5,OPS5,0
scribe,Scribe,0
humanhash-hash-function,humanhash-hash-function,0
bioconductor-pm,Bioconductor,0
ark-lang,ark-lang,0
jayfor,jayfor,0
rdf-schema,RDF Schema,0
dax,DAX,0
z-expressions,Z,0
kit,Kit,0
peoplecode,PeopleCode,0
jspp,JS++,0
pilot,PILOT,0
script,SCRIPT markup,0
yacas,Yacas,0
q-equational-programming-language,Q,0
kid,Kid templating language,0
reduce,REDUCE,0
flowgorithm,Flowgorithm,0
pact,Pact,0
acorn-atom,Acorn Atom,0
sibelius-software,Sibelius,0
vale,Vale,0
tsquery,tsquery,0
ink-lang,ink-lang,0
simscript,SIMSCRIPT,0
pop-2,POP-2,0
nixos,NixOS,0
sixten,sixten,0
macro,MACRO,0
oden,oden,0
family-basic,Family BASIC,0
abs,abs,0
groovy-server-pages,Groovy Server Pages,0
fun,Fun,0
uxf,Uniform eXchange Format,0
hmmm,HMMM,0
visualworks,VisualWorks,0
05ab1e,05AB1E,0
plankalkul,Plankalkul,0
watfiv,WATFIV,0
cadence-skill,Cadence SKILL,0
minizinc,MiniZinc,0
parallax-propeller,Parallax Propeller,0
jank,Jank,0
music-sp,MUSIC/SP,0
material-exchange-format,MXF,0
watcom,Watcom,0
jslt,JSLT,0
oak,Oak,0
berkeley-db-lib,Berkeley DB,0
hacspec,hacspec,0
manool,manool,0
judoscript,Judoscript,0
parasail,parasail,0
archieml,ArchieML,0
fsl,Finite State Language,0
soy,Soy,0
airtable-app,Airtable,0
deb,Deb file format,0
graphml,GraphML,0
umka,Umka,0
pie-lang,pie-lang,0
go-bang,Go!,0
starlogo,StarLogo,0
morfik,Morfik,0
numbers-app,Numbers,0
astro,astro,0
multicodec,multicodec,0
amigabasic,AmigaBASIC,0
xpl,XPL,0
msx-basic,MSX BASIC,0
facelets,Facelets,0
toontalk,ToonTalk,0
tom-oopl,TOM object-oriented,0
rss,RSS,0
note,Note,0
chip-8,CHIP-8,0
property-specification-language,Property Specification Language,0
hal-s,HAL/S,0
thue-programming-language,Thue,0
genius-extension-language,GEL Genius,0
silk,silk,0
augeas,Augeas,0
claro,Claro,0
vely,Vely,0
business-basic,Business Basic,0
pbasic,PBASIC,0
krc,KRC,0
quel,QUEL,0
casio-basic,Casio BASIC,0
trac,TRAC,0
vvvv,Vvvv,0
structured-text,Structured text,0
blake-hash-function,BLAKE,0
partiql,partiql,0
opentype-feature-file,OpenType Feature File,0
fjolnir,Fjölnir,0
nice,Nice,0
z80,z80,0
json-graph-spec,JSON Graph Spec,0
owen-lang,owen-lang,0
zot,Zot,0
sublime-syntax-test,Sublime Syntax Test Lang,0
verifpal,verifpal,0
struql,StruQL,0
yedalog,Yedalog,0
coco,Coco,0
pikelet,pikelet,0
forest-lang,forest-lang,0
k-framework,k-framework,0
spir,Standard Portable Intermediate Representation,0
scribble,scribble,0
sketchpad,Sketchpad,0
newsqueak,Newsqueak,0
hazel,hazel,0
li-chen-wang,Li-Chen Wang,0
janus-lang,Janus,0
nexml,NeXML format,0
basic-256,Basic-256,0
xotcl,XOTcl,0
jsl,JSL,0
x-it,[x]it!,0
metalang99,Metalang99,0
hodor,Hodor,0
popr,popr,0
wavefront-material,Wavefront Material,0
alma-007,Alma,0
ibm-i-control-language,IBM i Control Language,0
battlestar,Battlestar,0
kai,kai,0
toi,Toi,0
bancstar-programming-language,BANCStar,0
buddyscript,BuddyScript,0
latino,latino,0
fizz,fizz,0
balgol,BALGOL,0
linux-kernel-module,Linux Kernel Module,0
lola,LOLA,0
net-format,net-format,0
basic-plus,BASIC-PLUS,0
vsxu,VSXu,0
lemon,lemon,0
lucid-chart-app,Lucidchart,0
information-processing-language,Information Processing Language,0
hush,Hush,0
co-dfns,co-dfns,0
strongtalk,Strongtalk,0
joule,Joule,0
euler,Euler,0
rubygems-pm,RubyGems,0
mdx-lang,MultiDimensional eXpressions,0
httplang,httplang,0
vissim,VisSim,0
powerisa,IBM POWER Instruction Set Architecture,0
ldpl,ldpl,0
pointless,pointless,0
ld-json,JSON Lines,0
fact-lang,FaCT,0
mdl,MDL,0
zenscript,zenscript,0
godel,Gödel (Goedel),0
parenthetic,parenthetic,0
cor,cor,0
oem,OEM,0
ucg,UCG,0
ixml,Invisible XML,0
xidoc,Xidoc,0
project-mentat,Project Mentat,0
vtl-lang,Velocity Template Language,0
conceptual,Conceptual,0
aime,Aime,0
gaml,GAML,0
bro,Bro,0
myia,myia,0
yarv,YARV,0
asdf,ASDF,0
geany-editor,Geany,0
fen-notation,Forsyth-Edwards Notation,0
algebraic-modeling-language,Algebraic modeling language,0
analytical-engine-machine,Analytical engine,0
mangle,Mangle,0
multiaddr,multiaddr,0
mybb,MyBB,0
rapid,RAPID,0
fractran,FRACTRAN,0
hp-time-shared-basic,HP Time-Shared BASIC,0
coco-r,Coco/R,0
neliac,NELIAC,0
psyche-c,psyche-c,0
rtl-2,RTL/2,0
zope,Zope,0
stos-basic,STOS BASIC,0
sibilant,Sibilant,0
function-block-diagram,Function block diagram,0
openexr-format,OpenEXR,0
gwion,Gwion,0
business-process-modeling-language,BPML,0
micro-mitten,micro-mitten,0
lil-pl,Lil,0
json-lambda,JSON lambda,0
fleck,fleck,0
trig-syntax,TriG syntax,0
cat,cat,0
dataweave,DataWeave,0
easytrieve,Easytrieve,0
lite-c,Lite-C,0
dyvil,dyvil,0
draco-programming-language,Draco,0
foil,File Oriented Interpretive Language,0
m2001,M2001,0
zimbu,Zimbu,0
promela,Promela,0
z-flat,Z-flat,0
incipit,Incipit,0
mscgen,Mscgen,0
picat,Picat,0
explorer,Explorer,0
orca-pl,orca-pl,0
cbor,CBOR,0
tads,Text Adventure Development System,0
a-sharp,A#,0
topshell,topshell,0
textadept-editor,Textadept,0
aimms,AIMMS,0
linearml,LinearML,0
cone,Cone,0
boomerang-decompiler,Boomerang Decompiler,0
n-triples,N-Triples,0
comit,COMIT,0
basic4ppc,Basic4ppc,0
hakaru,hakaru,0
rouge,Rouge,0
cuneiform,cuneiform,0
world-of-warcraft-addon-data,World of Warcraft Addon Data,0
tao3d,tao3d,0
cache-objectscript,Caché ObjectScript,0
elena,elena,0
sophia,Sophia,0
dsd,Document Structure Description,0
breccia,Breccia,0
atomese,Atomese,0
jevko,Jevko,0
mint,mint,0
goal,Goal,0
manchester-syntax,Manchester syntax,0
maude,Maude,0
wmlscript,WMLScript,0
april,april,0
plam,plam,0
poplog,POPLOG,0
qif,Quicken Interchange Format,0
quicklisp-pm,quicklisp-pm,0
espol,Executive Systems Problem Oriented Language,0
color-basic,Color BASIC,0
qtscript,QtScript,0
interchange-file-format,Interchange File Format,0
bython,Bython,0
tao-lang,Tao,0
hujson,HuJSON,0
kal,Kal,0
visual-objects,Visual Objects,0
theos-multi-user-basic,THEOS,0
titan,titan,0
ston,STON,0
bamboo,bamboo,0
wu,Wu,0
lc-3,LC-3,0
mirth,mirth,0
dedukti,dedukti,0
uniface,Uniface,0
tangledown,tangledown,0
pod6,Pod6,0
fuzuli,Fuzuli,0
topaz-lang,Topaz,0
concurnas,concurnas,0
pml,PML,0
tremor-query,tremor-query,0
austral,Austral,0
turbo-basic-xl,Turbo-Basic XL,0
stoneknifeforth,stoneknifeforth,0
minikanren,minikanren,0
ptx,PTX,0
fl,FL,0
jeeves,Jeeves,0
magma,MAGMA,0
tal,TAL,0
asic-programming-language,ASIC,0
zeek,Zeek,0
infusion-framework,infusion-framework,0
buzz,buzz,0
pyrex,Pyrex,0
autocoder,AUTOCODER,0
ulisp,ulisp,0
kuka,KUKA Robot Language,0
sqr,Structured Query Reporter,0
orange,orange,0
reforth,reforth,0
heron-lang,Heron,0
taf,taf,0
blacklight,Blacklight,0
jiyu,jiyu,0
gura,gura,0
vtml,Visual Tool Markup Language,0
ceemac,CEEMAC,0
swizzle,swizzle,0
hoon,hoon,0
filterscript,Filterscript,0
xtao,xTAO Modeling Language,0
messagepack,MessagePack,0
t2b,t2b,0
pipelines,pipelines,0
links-programming-language,Links,0
multibase,multibase,0
model-204,Model 204,0
matrix-protocol,Matrix protocol,0
notation3,Notation3,0
euclid,Euclid,0
swrl,Semantic Web Rule Language,0
ok,OK,0
elfe,ELFE,0
parlog,Parlog,0
cspydr,CSpydr,0
ripple,Ripple,0
maraca-lang,maraca-lang,0
ook,Ook,0
dcalgol,Data Communications ALGOL,0
jcard,jcard,0
jplace,jplace,0
rpl-lang,Reactive Plan Language,0
gorillascript,GorillaScript,0
baysick,baysick,0
balanced-ternary-notation,Balanced ternary,0
c-al,C/AL,0
hytime,HyTime,0
linden-scripting-language,Linden Scripting Language,0
plex,PLEX,0
datafun,datafun,0
son,son,0
george,GEORGE,0
coordinate-format,Matrix Market Coordinate Format,0
praxis-lang,praxis-lang,0
synapse,SYNAPSE,0
optimized-systems-software,Optimized Systems Software,0
newp,NEWP,0
fructure-editor,fructure-editor,0
smile,Smile data interchange format,0
fossil-scm,Fossil,0
siphash-hash-function,SipHash,0
guix,GNU Guix,0
sdf,SDF,0
hyphy,HyPhy,0
mimium,mimium,0
quake,Quake,0
ohayo,Ohayo,0
smx-computer-language,SMX,0
action-code-script,Action Code Script,0
cobolscript,CobolScript,0
edh,Đ,0
truth,Truth,0
dap-fortran,DAP FORTRAN,0
macsyma,Project MAC’s SYmbolic MAnipulator,0
bebasic,BeBasic,0
aardvark,Aardvark,0
lispworks,LispWorks,0
processor-technology,Processor Technology,0
haxelibs-pm,Haxe Library Manager,0
ko,ko,0
visual-paradigm-app,Visual Paradigm,0
x-bitmap-format,X BitMap,0
gremlin,Gremlin,0
winbatch,Winbatch,0
small-c,Small-C,0
fpp,Functional PHP Preprocessor,0
sdtm,SDTM,0
chained-arrow-notation,Conway chained arrow notation,0
crmsh,crmsh,0
juvix,juvix,0
lucid-lang,Lucid,0
kuroko,Kuroko,0
dependent-ml,DML,0
parenscript,Parenscript,0
virgil,Virgil,0
hexagony,hexagony,0
scaml,Scala Markup Language,0
odrl,ODRL,0
forte-4gl,Forte 4GL,0
xpl0,XPL0,0
glms,GLMS,0
kumir,kumir,0
isetl,ISETL,0
p-star,P*,0
boogie,Boogie,0
brightscript-lang,BrightScript,0
hspec,Hspec,0
markdeep,Markdeep,0
opengraph,opengraph,0
rosette-lang,rosette-lang,0
xsharp,xsharp,0
linker-script,Linker Script,0
rbs,rbs,0
vega-editor-app,vega-editor-app,0
short-code-computer-language,Short Code computer language,0
simplictiy,Simplicity,0
edinburgh-imp,Edinburgh IMP,0
never,never,0
expresso,expresso,0
gist,Gist,0
winwrap-basic,WinWrap Basic,0
sawzall,Sawzall,0
id,Irvine Dataflow,0
algol-68-r,ALGOL 68-R,0
jeebox,jeebox,0
arm-templates,ARM Templates,0
ccd,Continuity of Care Document,0
cbasic,CBASIC,0
atlas-autocode,Atlas Autocode,0
solid,solid,0
databus,DATABUS,0
ognl,OGNL,0
sublime-syntax,Sublime Syntax,0
sporth,sporth,0
pycket,Pycket,0
energese-notation,Energy Systems Language,0
flowcode,Flowcode,0
kuin,Kuin,0
rocky-mountain-basic,Rocky Mountain BASIC,0
python-for-s60,Python for S60,0
pharen,Pharen,0
aplus,A+,0
cda,Clinical Document Architecture,0
axiom-computer-algebra-system,Axiom,0
vyxal,Vyxal,0
xxl,xxl,0
literate-haskell,Literate Haskell,0
rhtml,RHTML,0
homa,Homa,0
gellish,Gellish,0
objectscript,ObjectScript,0
aretext,aretext,0
candy,Candy,0
pnuts,Pnuts,0
ici,Interactive C Interpreter,0
apescript,ApeScript,0
ssml,Speech Synthesis Markup Language,0
ceu,Céu,0
bla,Bla,0
d2,D2,0
dbml,dbml,0
false,False,0
lexon,Lexon,0
lowstar,Low*,0
sitemap,Sitemap,0
2-pak,2-pak,0
pbm-format,Portable Bit Map Format,0
graphics-basic,Graphics BASIC,0
imp,IMP,0
lazyml,Lazy ML,0
mortran,Mortran,0
exec-2,EXEC 2,0
phel,Phel,0
micro-cpp,ΜC++,0
instruction-list,Instruction list,0
dda,DDA,0
synon,Synon,0
xcas,XCAS,0
pl-p,PL/P,0
categorical-query-language,categorical-query-language,0
simons-basic,Simons' BASIC,0
metacomco,MetaComCo,0
jinx,jinx,0
tabloid,Tabloid,0
laning-and-zierler-system,Laning and Zierler system,0
abcl-lang,Armed Bear Common Lisp,0
redprl,redprl,0
aaf,Advanced Authoring Format,0
sac-programming-language,SAC,0
idl-sl,IDL specification language,0
yeti,yeti,0
inko,inko,0
tampio,tampio,0
glyph,Glyph,0
webdna,WebDNA,0
scsh,Scsh,0
kamby,Kamby,0
nickle,Nickle,0
sugar,Sugar,0
ten,ten,0
nuua,Nuua,0
toy-lang,Toy,0
urbiscript,Urbiscript,0
mudlle,Mudlle,0
blz,blz,0
foaf,FOAF,0
g-portugol,G-Portugol,0
yess,YESS,0
macchiato,Macchiato,0
dog,The Dog Programming Language,0
world,world,0
ca65-assembly,ca65 Assembly,0
ctalk-lang,ctalk-lang,0
guide,GUIDE,0
irc-log,IRC chat logs,0
v8torque,v8torque,0
zil,Zork Implementation Language,0
mlab,MLAB,0
g-fu,g-fu,0
chicken,CHICKEN,0
tahoe-lafs,Tahoe-LAFS,0
3mf,3D Manufacturing Format,0
little,little,0
yabasic,Yabasic,0
cram-format,CRAM file format,0
beam-vm,BEAM Erlang virtual machine,0
mheg-5,MHEG-5,0
chinese-basic,Chinese BASIC,0
lift,lift,0
basic4android,Basic4android,0
sequencel,SequenceL,0
atari-microsoft-basic,Atari Microsoft BASIC,0
le-lisp,Le-Lisp,0
pl-c,PL/C,0
gdata,Google Data Protcol,0
frank-lang,Frank,0
clarity,clarity,0
pyth,Pyth,0
tmtp,TMTP,0
de-bruijn-index-notation,De Bruijn index,0
pro-star-c,Pro*C,0
sp-k,SP/k,0
floscript,FloScript,0
hr-code,hr-code,0
bam-format,Binary Alignment Map,0
atari-st-basic,Atari ST BASIC,0
obliq,Obliq,0
pear-pm,PEAR,0
cycl,CYCL,0
wing,Wing,0
aplusplus,A++,0
unity3d-asset,Unity3D Asset,0
prograph,Prograph,0
gren,Gren,0
atlas,ATLAS Transformation Language,0
tacl,Tandem Advanced Command Language,0
stockholm-format,Stockholm format,0
miva,Miva,0
claire,CLAIRE,0
rebeca-modeling-language,Rebeca Modeling Language,0
clpr,CLPR,0
probevue,ProbeVue,0
icalendar-format,iCalendar,0
space,Space,0
dllup,dllup,0
dashrep,Dashrep,0
acme,Acme,0
aspectcpp,AspectC++,0
frame,frame,0
plot-lang,Plot,0
4th-dimension,4th Dimension,0
fortran-90,Fortran 90,0
pgm-format,Netpbm grayscale image format,0
esc-p,ESC/P,0
object-query-language,OQL,0
coda-editor,Coda web development software,0
hotdog,Hotdog,0
apple-prodos,Apple ProDOS,0
m-expressions,Meta Expressions,0
kaffeine,Kaffeine,0
gema,General-purpose macro processor,0
sensetalk,SenseTalk,0
codegear-delphi,CodeGear Delphi,0
ruby-document-format,Ruby Document format,0
dinkc,Dink Smallwood,0
nadesiko,Nadesiko,0
netlib,Netlib,0
mai-basic-four,MAI Basic Four,0
cif,Crystallographic Information File,0
candor,candor,0
dasm,Dasm,0
arith-matic,ARITH-MATIC,0
ibm-basica,IBM BASICA,0
abc-80,ABC 80,0
lawvere,Lawvere,0
margin,Margin,0
ecsharp,ecsharp,0
spiderbasic,SpiderBasic,0
rgb-format,Silicon Graphics Image,0
schematron,Schematron,0
metapost,METAPOST,0
informix,IBM Informix-4GL,0
zolang,zolang,0
video,video,0
wart,Wart,0
hamdown,hamdown,0
muddl,MUDDL,0
dolittle,Dolittle,0
sing-sharp,Sing Sharp,0
leda,Leda,0
macro-11,MACRO-11,0
json-url,json->url,0
makedoc,MakeDoc,0
nvdl,Namespace-based Validation Dispatching Language,0
chrome-programming-language,Chrome,0
nord,Nord Programming Language,0
funl,funl,0
fcl,FCL,0
ti-89-basic,TI-89 series,0
plink-ped-format,plink-ped-format,0
texti,texti,0
blox,Blox,0
blc,Binary Lambda Calculus,0
myrddin,myrddin,0
nimrod,nimrod,0
omg-idl,OMG IDL,0
stella,stella,0
bml,bml,0
chain-format,chain-format,0
y,Y,0
elymas,elymas,0
hal-format,HAL Format,0
chipmunk-basic,Chipmunk Basic,0
ilbm,ILBM,0
fxml,FXML,0
daisy-systems,Daisy Systems,0
preferred-executable-format,Preferred Executable Format,0
cdf,Common Data Format,0
scm,SCM,0
split-c,Split-C,0
rapidq,RapidQ,0
tamgu,tamgu,0
arret,arret,0
graal,GRAAL,0
charcoal,Charcoal,0
ultralisp-pm,ultralisp-pm,0
beta-basic,Beta BASIC,0
cecil,CECIL,0
miis,Meditech Interpretive Information System,0
ease,Ease,0
jean,JOSS Extended and Adapted for Nineteen-hundred,0
elan,ELAN,0
iptscrae,IPTSCRAE,0
moinmoin,moinmoin,0
csa,CodeStudAssembler,0
run-basic,Run BASIC,0
magik,Magik,0
moya,moya,0
tutor,TUTOR,0
refer,Refer,0
rlab,RLaB,0
flatline,Flatline,0
optimj,OptimJ,0
kaleidoscope,Kaleidoscope,0
small,Small,0
3apl,3APL,0
enterprise-mashup-markup-language,Enterprise Mashup Markup Language,0
sako,System Automatycznego Kodowania Operacji,0
mimix-stream-language,mimix-stream-language,0
tql,TQL,0
ambienttalk,AmbientTalk,0
devicetree,Devicetree,0
objective-s,Objective-S,0
protium,protium,0
fishlang,><>,0
make,Make,0
robots.txt,Robots.txt,0
whirl,WHIRL,0
augment,Augment,0
ibm-basic,IBM BASIC,0
darkbasic,DarkBASIC,0
apple-basic,Apple BASIC,0
camal,Cambridge Algebra System,0
pact-i,PACT I,0
linc-4gl,LINC 4GL,0
spice-lisp,Spice Lisp,0
dataflex,Dataflex,0
wah,wah,0
semicolon,semicolon,0
lever,lever,0
wonkey,Wonkey,0
kalyn,Kalyn,0
piet-programming-language,Piet,0
slony,Slony,0
obsidian,obsidian,0
text-executive-programming-language,Text Executive Programming Language,0
wirth-syntax-notation,Wirth syntax notation,0
egel,egel,0
qoir,QOIR,0
formula,Formula language,0
nilscript,NilScript,0
obj-programming-language,OBJ,0
cms-pipelines,CMS Pipelines,0
devil,DEVIL,0
sqrl,SQRL,0
xpm-format,X PixMap,0
microarchitecture-description-language,mdl,0
jcof,JCOF,0
intuitionistic,IPL,0
astatine,Astatine,0
jasper,jasper,0
emfatic,emfatic,0
git-config,git-config,0
larp,LARP,0
lazy-k,Lazy K,0
liso,Liso,0
cddl,CBOR data definition language,0
hop,hop,0
ion-schema,Ion Schema Language,0
ppm-format,ppm-format,0
portable-standard-lisp,Portable Standard Lisp,0
polymorphic-programming-language,Polymorphic Programming Language,0
stalin,Stalin,0
cullinet,Cullinet,0
knowledge-interchange-format,Knowledge Interchange Format,0
nimskull,Nimskull,0
clike,clike,0
tynker,Tynker,0
xbel,XBEL,0
hp-gl,HP-GL,0
game-oriented-assembly-lisp,Game Oriented Assembly Lisp,0
pqq,P′′,0
